GeneID	Common name	chrom	Strand	TSS	TTS	
YKL035W	UGP1	chrXI	+	369773	371549	
YKL034W	TUL1	chrXI	+	371717	373885	
YKL033W-A		chrXI	+	374403	375393	
YKL033W	FMP47	chrXI	+	375429	378981	
YKL032C	"IXR1, ORD1"	chrXI	-	382033	380017	
YKL029C	MAE1	chrXI	-	384833	382505	
YKL028W	TFA1	chrXI	+	385717	387733	
CUT720		chrXI	-	387253	386949	
YKL027W		chrXI	+	387460	389083	
anti-YKL025C		chrXI	+	389950	390336	
YKL026C	GPX1	chrXI	-	389985	389377	
YKL025C	"PAN3, ECM35"	chrXI	-	392313	390209	
YKL024C	"URA6, SOC8"	chrXI	-	393409	392417	
YKL023C-A		chrXI	-	393475	392968	
YKL023W		chrXI	+	393701	394509	
YKL022C	CDC16	chrXI	-	397161	394689	
YKL021C	MAK11	chrXI	-	398625	397337	
YKL020C	SPT23	chrXI	-	402129	399417	
YKL019W	RAM2	chrXI	+	402501	403533	
YKL018C-A		chrXI	-	403981	403402	
YKL018W	"SWD2, SAF37, CPS35"	chrXI	+	404021	405149	
YKL017C	"HCS1, DIP1"	chrXI	-	407265	405209	
YKL016C	ATP7	chrXI	-	408089	407393	
YKL015W	PUT3	chrXI	+	408445	411573	
YKL014C	"URB1, NPA1"	chrXI	-	416945	411633	
YKL013C	ARC19	chrXI	-	418065	417569	
YKL012W	PRP40	chrXI	+	418245	420021	
YKL011C	"CCE1, MGT1"	chrXI	-	421241	420977	
YKL010C	UFD4	chrXI	-	425985	421433	
YKL009W	MRT4	chrXI	+	426173	427037	
YKL008C	"LAC1, DGT1"	chrXI	-	428681	427177	
YKL007W	CAP1	chrXI	+	429253	430253	
YKL006C-A	SFT1	chrXI	-	430734	430020	
YKL006W	RPL14A	chrXI	+	431869	432036	
YKL005C	BYE1	chrXI	-	435009	432913	
YKL004W	AUR1	chrXI	+	435221	436901	
YKL003C	MRP17	chrXI	-	437537	436969	
YKL002W	"DID4, CHM2, VPS2, VPT14, VPL2, REN1, GRD7"	chrXI	+	437701	437837	
YKL001C	MET14	chrXI	-	439513	438769	
CUT238		chrXI	+	439793	440113	
YKR001C	"VPS1, VPT26, VPL1, SPO15, LAM1, GRD1"	chrXI	-	442793	440505	
YKR002W	PAP1	chrXI	+	443029	444925	
YKR003W	OSH6	chrXI	+	445285	446725	
SUT235		chrXI	+	446809	447705	
YKR004C	"ECM9, YKR004C-A"	chrXI	-	448113	446737	
Unit396		chrXI	-	448507	448278	
YKR005C		chrXI	-	449966	448343	
YKR006C	"MRPL13, YmL13, YK105"	chrXI	-	451241	450425	
YKR007W	"MEH1, EGO1"	chrXI	+	451405	451973	
YKR008W	RSC4	chrXI	+	452157	454053	
anti110		chrXI	+	455732	457029	
YKR009C	"FOX2, POX2"	chrXI	-	457156	454174	
YKR010C	TOF2	chrXI	-	461369	458785	
SUT237		chrXI	+	461609	462793	
YKR011C	TOS5	chrXI	-	462809	461529	
YKR013W	"PRY2, YFW12"	chrXI	+	463893	465173	
YKR014C	YPT52	chrXI	-	466225	465153	
SUT238		chrXI	+	466417	469145	
YKR015C		chrXI	-	468769	466783	
YKR016W		chrXI	+	469661	470709	
YKR017C		chrXI	-	473625	471609	
YKR018C		chrXI	-	475937	473609	
CUT240		chrXI	+	476089	476497	
YKR019C	IRS4	chrXI	-	478161	476145	
YKR020W	"VPS51, VPS67, API3, WHI6"	chrXI	+	478317	479021	
YKR021W		chrXI	+	479133	482117	
YKR022C	NTR2	chrXI	-	483193	482193	
YKR023W		chrXI	+	483373	484925	
YKR024C	DBP7	chrXI	-	487409	485065	
YKR025W	"RPC37, C37"	chrXI	+	487725	488517	
YKR026C	"GCN3, AAS2"	chrXI	-	489824	488673	
CUT241		chrXI	+	489897	490409	
YKR027W	"BCH2, FMP50"	chrXI	+	491246	493749	
CUT721		chrXI	-	493653	493021	
YKR028W	SAP190	chrXI	+	493885	497478	
YKR029C	SET3	chrXI	-	499858	497474	
YKR030W	"GMH1, MSG1"	chrXI	+	500206	501222	
YKR031C	"SPO14, PLD1"	chrXI	-	506490	501314	
YKR034W	"DAL80, UGA43"	chrXI	+	506796	507885	
YKR035W-A	"DID2, VPS46, CHM1, FTI1"	chrXI	+	507837	508731	
YKR036C	CAF4	chrXI	-	510666	508674	
CUT242		chrXI	+	510786	511162	
YKR037C	SPC34	chrXI	-	511834	510842	
YKR038C	KAE1	chrXI	-	513186	511874	
Unit421		chrXI	+	514142	514595	
YKR039W	GAP1	chrXI	+	514982	516998	
CUT722		chrXI	-	516870	516566	
CUT243		chrXI	+	517771	517922	
YKR041W		chrXI	+	518190	519318	
YKR042W	UTH1	chrXI	+	519425	520802	
SUT680		chrXI	-	519838	519406	
YKR043C		chrXI	-	521746	520906	
YKR044W	UIP5	chrXI	+	521902	523398	
YKR045C		chrXI	-	524002	521970	
YKR046C	PET10	chrXI	-	525466	524170	
YKR048C	NAP1	chrXI	-	526674	525450	
YKR049C	FMP46	chrXI	-	527314	526778	
SUT682		chrXI	-	527646	527262	
YKR050W	"TRK2, RPD2"	chrXI	+	527713	530662	
YKR051W		chrXI	+	530814	532278	
YKR052C	MRS4	chrXI	-	533530	532178	
SUT240		chrXI	+	533938	535538	
YKR053C	"YSR3, LBP2"	chrXI	-	535383	533889	
YKR054C	"DYN1, PAC6, DHC1"	chrXI	-	548034	545906	
YKR055W	RHO4	chrXI	+	548158	549286	
YKR056W	"TRM2, RNC1, NUD1, NUC2"	chrXI	+	549566	551318	
YKR057W	"RPS21A, RPS25"	chrXI	+	551598	551686	
YKR058W	GLG1	chrXI	+	552718	554638	
CUT723		chrXI	-	554718	554206	
YKR059W	TIF1	chrXI	+	554885	556352	
YKR060W	UTP30	chrXI	+	556270	558974	
YKR061W	KTR2	chrXI	+	557575	559132	
CUT724		chrXI	-	558414	556662	
YKR062W	TFA2	chrXI	+	559606	560630	
YKR063C	LAS1	chrXI	-	562330	560842	
YKR064W		chrXI	+	562478	565054	
YKR065C	"PAM17, FMP18"	chrXI	-	565930	565410	
YKR066C	CCP1	chrXI	-	567234	566098	
YKR067W	"GPT2, GAT1"	chrXI	+	567758	570758	
YKR068C	BET3	chrXI	-	570970	570322	
CUT727		chrXI	-	571206	571070	
YKR069W	"MET1, MET20"	chrXI	+	571446	573262	
YKR070W		chrXI	+	573518	574246	
YKR071C	DRE2	chrXI	-	576034	574731	
YKR072C	"SIS2, HAL3"	chrXI	-	578282	576338	
YKR074W		chrXI	+	579182	579614	
YKR075C		chrXI	-	580810	580218	
CUT244		chrXI	+	581538	581850	
YKR076W	"ECM4, GTO2"	chrXI	+	582206	583630	
CUT728		chrXI	-	583350	582670	
YKR077W		chrXI	+	583614	584654	
YKR078W		chrXI	+	584638	586670	
YKR079C	TRZ1	chrXI	-	589570	587074	
YKR080W	MTD1	chrXI	+	590230	591038	
YKR081C	RPF2	chrXI	-	592570	591482	
YKR082W	"NUP133, RAT3"	chrXI	+	592782	596358	
YKR083C	"DAD2, HSK1"	chrXI	-	597234	596338	
YKR084C	HBS1	chrXI	-	598930	597218	
YKR085C	"MRPL20, YmL20"	chrXI	-	599714	599002	
YKR086W	PRP16	chrXI	+	599822	603190	
YKR087C	OMA1	chrXI	-	604259	603147	
CUT245		chrXI	+	604435	604707	
YKR088C	TVP38	chrXI	-	605451	604443	
SUT241		chrXI	+	605595	608371	
YKR089C	"TGL4, STC1"	chrXI	-	608435	605603	
YKR090W	PXL1	chrXI	+	608775	611175	
YKR091W	SRL3	chrXI	+	611359	612008	
YKR092C	SRP40	chrXI	-	613940	612452	
Unit424		chrXI	+	614713	615565	
YKR093W	PTR2	chrXI	+	615616	617536	
YKR094C	"RPL40B, UB12, CEP52B, UBI2"	chrXI	-	618828	618740	
SUT242		chrXI	+	618868	619508	
YKR095W	"MLP1, MPL1"	chrXI	+	619576	623608	
YKR095W-A		chrXI	+	625762	626383	
Unit398		chrXI	-	626572	626276	
YKR096W		chrXI	+	626696	630448	
Unit425		chrXI	+	630751	631043	
YKR097W	"PCK1, PPC1, JPM2"	chrXI	+	631050	632979	
YKR098C	UBP11	chrXI	-	635312	633096	
YKR099W	BAS1	chrXI	+	635508	638324	
Unit399		chrXI	-	638537	638314	
YKR100C	"SKG1, YKR099C-A"	chrXI	-	640352	638832	
YKR101W	SIR1	chrXI	+	640524	642564	
Unit426		chrXI	+	642956	644085	
YKR102W	FLO10	chrXI	+	646254	650043	
Unit400		chrXI	-	650323	649977	
YKR103W	NFT1	chrXI	+	652978	656914	
YKR104W	NFT1	chrXI	+	656734	657934	
YKR105C		chrXI	-	660566	658538	
YKR106W		chrXI	+	661340	663467	
YLL067C		chrXII	-	4403	407	
YLL066W-B		chrXII	+	5503	5953	
YLL066C		chrXII	-	9938	5942	
YLL064C		chrXII	-	13547	12905	
YLL063C	AYT1	chrXII	-	16041	14545	
YLL062C	MHT1	chrXII	-	17745	16777	
YLL061W	MMP1	chrXII	+	17933	19765	
YLL060C	GTT2	chrXII	-	21941	20960	
YLL058W		chrXII	+	23485	25237	
SUT245		chrXII	+	26193	27289	
YLL057C	JLP1	chrXII	-	27096	25578	
YLL056C		chrXII	-	28407	27231	
YLL055W		chrXII	+	29685	31661	
YLL054C		chrXII	-	35274	33386	
YLL053C		chrXII	-	36063	35325	
YLL052C	AQY2	chrXII	-	36463	35734	
YLL051C	FRE6	chrXII	-	39538	37266	
YLL050C	COF1	chrXII	-	40450	40394	
YLL049W	LDB18	chrXII	+	40646	41070	
YLL048C	"YBT1, BAT1"	chrXII	-	46458	41650	
YLL046C	RNP1	chrXII	-	47565	46536	
YLL045C	"RPL8B, SCL41, KRB1"	chrXII	-	48666	47754	
YLL043W	FPS1	chrXII	+	49854	51502	
YLL042C	"ATG10, APG10"	chrXII	-	52625	52314	
YLL041C	"SDH2, ACN17"	chrXII	-	54010	52810	
YLL040C	"VPS13, VPT2, SOI1"	chrXII	-	63666	56770	
YLL039C	"UBI4, UB14, SCD2"	chrXII	-	65322	64034	
YLL038C	ENT4	chrXII	-	66570	65306	
YLL036C	"PRP19, PSO4"	chrXII	-	68290	66842	
YLL035W	GRC3	chrXII	+	68446	70342	
YLL034C	RIX7	chrXII	-	73202	70602	
YLL033W	GON2	chrXII	+	73414	74166	
anti-YLL033W		chrXII	-	73989	73336	
YLL032C		chrXII	-	76834	74114	
anti-YLL031C-2		chrXII	+	77002	77165	
YLL031C	"GPI13, MPC1"	chrXII	-	80266	77266	
YLL029W		chrXII	+	81342	83822	
Unit453		chrXII	+	84104	84477	
YLL028W	TPO1	chrXII	+	84638	86926	
YLL027W	ISA1	chrXII	+	87174	88262	
Unit428		chrXII	-	88297	88128	
YLL026W	HSP104	chrXII	+	88550	91350	
Unit454		chrXII	+	92853	93707	
YLL025W		chrXII	+	94645	95299	
YLL024C	"SSA2, YG102"	chrXII	-	97587	95388	
CUT246		chrXII	+	97826	99154	
YLL023C		chrXII	-	98890	97930	
YLL022C	HIF1	chrXII	-	100218	99106	
Unit429		chrXII	-	100557	100397	
YLL021W	"SPA2, PEA1, FUS6"	chrXII	+	100798	101918	
YLL019C	"KNS1, L124"	chrXII	-	108001	105508	
Unit430		chrXII	-	108182	108047	
YLL018C-A	COX19	chrXII	-	109074	108498	
CUT248		chrXII	+	109242	109666	
YLL018C	"DPS1, AspRS"	chrXII	-	111626	110162	
anti115		chrXII	-	114314	112281	
CUT730		chrXII	-	116142	115534	
YLL015W	BPT1	chrXII	+	116310	120022	
YLL014W		chrXII	+	121302	121694	
YLL013C	PUF3	chrXII	-	124970	123514	
YLL012W	YEH1	chrXII	+	125478	127318	
YLL011W	SOF1	chrXII	+	127494	128974	
YLL010C	PSR1	chrXII	-	130850	129146	
YLL009C	COX17	chrXII	-	131466	131178	
YLL008W	DRS1	chrXII	+	131694	134094	
YLL006W-A		chrXII	+	136243	136699	
YLL007C		chrXII	-	136386	134315	
YLL006W	"MMM1, YME6"	chrXII	+	136550	138574	
YLL005C	SPO75	chrXII	-	140648	137762	
YLL004W	ORC3	chrXII	+	141054	142990	
YLL003W	SFI1	chrXII	+	143118	145838	
YLL002W	"RTT109, REM50, KIM2"	chrXII	+	146294	147574	
YLL001W	DNM1	chrXII	+	147838	150254	
CUT731		chrXII	-	150678	150318	
SUT246		chrXII	+	151122	153642	
YLR001C		chrXII	-	154026	151498	
YLR002C	NOC3	chrXII	-	156378	154306	
YLR003C	CMS1	chrXII	-	157770	156786	
SUT247		chrXII	+	158074	159786	
YLR004C		chrXII	-	159607	157756	
YLR005W	SSL1	chrXII	+	159998	161518	
YLR006C	SSK1	chrXII	-	164082	161730	
YLR007W	NSE1	chrXII	+	164374	165470	
YLR008C	"PAM18, TIM14"	chrXII	-	166194	165386	
YLR009W	RLP24	chrXII	+	166366	167270	
YLR010C	TEN1	chrXII	-	167818	167146	
YLR011W	LOT6	chrXII	+	168998	169974	
YLR012C		chrXII	-	170383	169804	
YLR013W	GAT3	chrXII	+	171237	171942	
YLR014C	PPR1	chrXII	-	175018	172058	
YLR015W	"BRE2, CPS60"	chrXII	+	175166	176806	
YLR016C	PML1	chrXII	-	177474	176858	
YLR017W	MEU1	chrXII	+	177590	178670	
YLR018C	POM34	chrXII	-	179682	178626	
YLR019W	PSR2	chrXII	+	179974	181590	
YLR020C	YEH2	chrXII	-	183450	181714	
YLR021W		chrXII	+	183574	184102	
YLR022C		chrXII	-	184954	184178	
CUT249		chrXII	+	185082	185458	
YLR023C	IZH3	chrXII	-	187322	185154	
CUT250		chrXII	+	187720	188792	
YLR024C	UBR2	chrXII	-	193496	187306	
Unit455		chrXII	+	193687	193773	
YLR025W	"SNF7, VPS32, DID1"	chrXII	+	194364	195219	
YLR026C	SED5	chrXII	-	196592	195416	
CUT252		chrXII	+	196840	197344	
YLR027C	"AAT2, ASP5"	chrXII	-	198128	196856	
YLR028C	ADE16	chrXII	-	201528	199480	
Unit456		chrXII	+	201659	201954	
YLR029C	"RPL15A, RPL10A"	chrXII	-	202632	201856	
YLR030W		chrXII	+	203188	204259	
YLR031W		chrXII	+	204123	204963	
anti117		chrXII	-	204728	203247	
YLR032W	"RAD5, SNM2, REV2"	chrXII	+	204956	208556	
YLR033W	RSC58	chrXII	+	208700	210284	
YLR034C	SMF3	chrXII	-	212136	210424	
YLR035C	MLH2	chrXII	-	214448	212120	
YLR036C		chrXII	-	222152	221432	
SUT249		chrXII	+	222320	222616	
YLR037C	DAN2	chrXII	-	223161	222507	
SUT250		chrXII	+	224152	224696	
SUT688		chrXII	-	224596	223196	
YLR038C	COX12	chrXII	-	225232	224600	
YLR039C	RIC1	chrXII	-	228544	225424	
YLR040C		chrXII	-	229736	228784	
YLR042C		chrXII	-	230544	230008	
SUT251		chrXII	+	230808	231624	
YLR043C	"TRX1, LMA1"	chrXII	-	232072	231576	
YLR044C	PDC1	chrXII	-	234136	232320	
SUT252		chrXII	+	234552	235904	
YLR045C	STU2	chrXII	-	237784	235000	
YLR046C		chrXII	-	238915	237823	
YLR047C	FRE8	chrXII	-	241671	238352	
YLR048W	"RPS0B, YST2, NAB1B"	chrXII	+	242188	242323	
YLR049C		chrXII	-	245352	243792	
SUT253		chrXII	+	245576	246272	
YLR050C		chrXII	-	246174	245409	
YLR051C		chrXII	-	247008	245624	
YLR052W	IES3	chrXII	+	247133	247996	
YLR053C		chrXII	-	248528	247922	
Unit431		chrXII	-	248596	248469	
YLR054C	OSW2	chrXII	-	251080	248539	
YLR055C	SPT8	chrXII	-	253128	251560	
YLR056W	"ERG3, PSO6, SYR1"	chrXII	+	253780	255068	
YLR057W		chrXII	+	255244	257940	
YLR058C	"SHM2, SHMT2"	chrXII	-	259464	257960	
YLR059C	"REX2, YNT20"	chrXII	-	260608	259728	
YLR060W	FRS1	chrXII	+	260924	261764	
YLR061W	RPL22A	chrXII	+	263133	263612	
YLR063W		chrXII	+	264220	265340	
CUT733		chrXII	-	265268	264740	
YLR064W		chrXII	+	265324	266340	
YLR065C		chrXII	-	266976	266272	
YLR066W	SPC3	chrXII	+	267100	267636	
CUT255		chrXII	+	267856	268072	
YLR067C	PET309	chrXII	-	270808	267728	
YLR068W	FYV7	chrXII	+	270964	271460	
YLR069C	MEF1	chrXII	-	274017	271452	
anti119		chrXII	+	274131	275084	
YLR070C	XYL2	chrXII	-	275256	273912	
YLR071C	"RGR1, MED14"	chrXII	-	278680	275240	
YLR072W		chrXII	+	278844	281023	
anti120		chrXII	-	279952	279895	
SUT257		chrXII	+	281168	282192	
YLR073C		chrXII	-	281768	280960	
YLR074C	BUD20	chrXII	-	282520	281888	
YLR075W	"RPL10, QSR1, GRC5"	chrXII	+	282900	283740	
Unit432		chrXII	-	283717	283619	
YLR077W		chrXII	+	283828	285732	
YLR078C	"BOS1, SEC32"	chrXII	-	286472	285648	
YLR079W	"SIC1, SDB25"	chrXII	+	286773	287772	
YLR080W	EMP46	chrXII	+	287948	289140	
SUT689		chrXII	-	288884	287764	
SUT690		chrXII	-	289612	289132	
SUT259		chrXII	+	289744	289920	
SUT691		chrXII	-	289916	289716	
YLR081W	GAL2	chrXII	+	290110	292114	
SUT692		chrXII	-	291692	290060	
YLR082C	SRL2	chrXII	-	293632	292176	
YLR083C	EMP70	chrXII	-	296255	293992	
YLR084C	RAX2	chrXII	-	300400	296568	
YLR085C	ARP6	chrXII	-	302072	300568	
YLR086W	SMC4	chrXII	+	302188	306772	
YLR087C	CSF1	chrXII	-	315833	306677	
YLR088W	"GAA1, END2"	chrXII	+	316068	318124	
YLR089C		chrXII	-	320344	318464	
Unit433		chrXII	-	320646	320378	
YLR090W	XDJ1	chrXII	+	320652	322068	
YLR091W		chrXII	+	322260	323388	
YLR092W	SUL2	chrXII	+	323442	326403	
SUT693		chrXII	-	323468	322084	
SUT694		chrXII	-	326260	323484	
YLR093C	"NYV1, MAM2"	chrXII	-	327496	327400	
YLR094C	GIS3	chrXII	-	329288	327608	
SUT260		chrXII	+	329696	331432	
YLR095C	IOC2	chrXII	-	332152	331032	
YLR096W	KIN2	chrXII	+	332317	333468	
YLR097C	HRT3	chrXII	-	337344	336304	
SUT261		chrXII	+	339408	341224	
YLR098C	"CHA4, SIL3, SIL2"	chrXII	-	339472	337736	
YLR099C	ICT1	chrXII	-	340952	339648	
YLR099W-A		chrXII	+	341223	341766	
YLR100W	ERG27	chrXII	+	341764	342868	
YLR102C	APC9	chrXII	-	343968	341896	
YLR103C	"CDC45, SLD4"	chrXII	-	346032	343952	
YLR104W		chrXII	+	346548	346852	
YLR105C	SEN2	chrXII	-	348224	347040	
Unit434		chrXII	-	348976	348920	
YLR106C	"MDN1, REA1"	chrXII	-	363880	360264	
YLR107W	REX3	chrXII	+	364084	365388	
CUT734		chrXII	-	364300	363972	
YLR108C		chrXII	-	368200	367568	
YLR109W	"AHP1, cTPxIII"	chrXII	+	368732	369388	
Unit435		chrXII	-	369668	369615	
YLR110C	CCW12	chrXII	-	370144	369536	
SUT695		chrXII	-	370964	370188	
YLR113W	"HOG1, SSK3"	chrXII	+	371268	372956	
YLR114C		chrXII	-	377320	374736	
YLR115W	"CFT2, YDH1"	chrXII	+	377940	380612	
YLR116W	"MSL5, BBP"	chrXII	+	380844	382372	
YLR117C	"CLF1, NTC77, SYF3"	chrXII	-	384784	382321	
YLR118C	APT1	chrXII	-	385472	384768	
YLR119W	"SRN2, VPS37, SRN10"	chrXII	+	385516	387820	
YLR120C	"YPS1, YAP3"	chrXII	-	388336	386184	
Unit436		chrXII	-	388629	388249	
anti122		chrXII	+	388883	390420	
YLR121C	"YPS3, YPS4"	chrXII	-	390296	388320	
YLR125W		chrXII	+	393382	394072	
YLR126C		chrXII	-	395622	394587	
SUT263		chrXII	+	395800	396416	
YLR127C	"APC2, RSI1"	chrXII	-	398424	394728	
YLR128W	DCN1	chrXII	+	398636	399620	
CUT735		chrXII	-	399388	398828	
YLR129W	"DIP2, UTP12"	chrXII	+	399604	402516	
YLR130C	ZRT2	chrXII	-	404256	402712	
CUT259		chrXII	+	404520	405088	
YLR131C	ACE2	chrXII	-	406924	404332	
YLR132C		chrXII	-	408240	404504	
YLR133W	CKI1	chrXII	+	408348	410284	
YLR134W	PDC5	chrXII	+	410268	410852	
Unit437		chrXII	-	413093	412868	
YLR135W	SLX4	chrXII	+	413244	415700	
YLR136C	"TIS11, CTH2"	chrXII	-	416712	415792	
YLR137W		chrXII	+	416980	418116	
YLR138W	NHA1	chrXII	+	418268	419644	
YLR139C	SLS1	chrXII	-	423512	421481	
YLR141W	RRN5	chrXII	+	423580	424628	
YLR142W	PUT1	chrXII	+	425164	426667	
YLR143W		chrXII	+	427300	429468	
YLR144C	"ACF2, PCA1, ENG2"	chrXII	-	432040	429648	
YLR145W	RMP1	chrXII	+	432132	432724	
YLR146W-A		chrXII	+	433768	434236	
YLR146C	SPE4	chrXII	-	433776	432880	
YLR147C	"SMD3, Sm D3, SLT16"	chrXII	-	434496	434048	
YLR148W	"PEP3, VPT18, VPS18, VAM8"	chrXII	+	434580	437580	
CUT736		chrXII	-	437108	436668	
YLR149C		chrXII	-	440000	437480	
YLR150W	"STM1, MPT4"	chrXII	+	440388	441468	
YLR151C	PCD1	chrXII	-	442839	441537	
YLR152C		chrXII	-	444848	443432	
CUT264		chrXII	+	445136	445544	
YLR153C	ACS2	chrXII	-	447656	445264	
YLR154C	"RNH203, Rnh2C"	chrXII	-	448384	447944	
SUT696		chrXII	-	449612	449004	
Unit457		chrXII	+	449748	450701	
YLR154W-C	"TAR1, YLR154W-A"	chrXII	+	454594	455248	
YLR154C-G		chrXII	-	462773	462344	
YLR154C-H		chrXII	-	469060	468649	
YLR155C	"ASP3-1, ASP3"	chrXII	-	470507	469139	
YLR156W		chrXII	+	472011	472635	
YLR156C-A		chrXII	-	472712	472301	
YLR157C	"ASP3-2, ASP3"	chrXII	-	474159	472791	
YLR157W-D	YLR157W-A	chrXII	+	475662	476154	
YLR157W-E	"YLR157W-B, YLR157W-C"	chrXII	+	481771	482215	
YLR157C-C		chrXII	-	482292	481881	
YLR158C	"ASP3-3, ASP3"	chrXII	-	483739	482371	
YLR159W		chrXII	+	485243	485867	
YLR159C-A		chrXII	-	485944	485533	
YLR160C	"ASP3-4, ASP3"	chrXII	-	487391	486023	
YLR161W		chrXII	+	488895	489519	
YLR162W		chrXII	+	489471	490107	
YLR162W-A		chrXII	+	490304	490772	
SUT265		chrXII	+	490896	491791	
SUT266		chrXII	+	491823	492639	
YLR163C	"MAS1, MIF1"	chrXII	-	493287	491855	
YLR164W		chrXII	+	493531	494155	
YLR165C	PUS5	chrXII	-	495326	494591	
YLR166C	SEC10	chrXII	-	498047	495415	
SUT697		chrXII	-	498683	498155	
YLR167W	"RPS31, UBI3, RPS37"	chrXII	+	498851	499459	
YLR168C	"MSF1, MSF1'"	chrXII	-	500391	499543	
YLR170C	"APS1, YAP19"	chrXII	-	501095	500375	
YLR172C	DPH5	chrXII	-	502199	501247	
YLR173W		chrXII	+	502339	504611	
CUT737		chrXII	-	504043	503499	
YLR174W	IDP2	chrXII	+	504489	506007	
CUT739		chrXII	-	505779	505507	
YLR175W	CBF5	chrXII	+	506083	507443	
SUT269		chrXII	+	509735	510007	
YLR176C	"RFX1, CRT1"	chrXII	-	510334	507619	
YLR177W		chrXII	+	510915	513003	
YLR178C	"TFS1, DKA1"	chrXII	-	514031	513191	
YLR179C		chrXII	-	514783	514015	
YLR180W	"SAM1, ETH10"	chrXII	+	515187	516667	
YLR181C	VTA1	chrXII	-	517759	516751	
YLR182W	"SWI6, SDS11, PSL8"	chrXII	+	517883	520331	
YLR183C	TOS4	chrXII	-	522087	520415	
YLR185W	RPL37A	chrXII	+	522627	522683	
YLR186W	"EMG1, NEP1"	chrXII	+	523563	524451	
YLR187W	SKG3	chrXII	+	524772	527947	
YLR188W	MDL1	chrXII	+	528219	530523	
YLR189C	"ATG26, UGT51"	chrXII	-	534463	530791	
YLR190W	MMR1	chrXII	+	534803	536955	
YLR191W	"PEX13, PAS20"	chrXII	+	537227	538531	
YLR192C	HCR1	chrXII	-	539679	538711	
YLR193C		chrXII	-	540583	539879	
anti123		chrXII	+	540762	541571	
YLR194C		chrXII	-	541675	540631	
CUT265		chrXII	+	542015	542487	
YLR195C	"NMT1, CDC72"	chrXII	-	543335	540775	
YLR196W	PWP1	chrXII	+	543883	545811	
YLR197W	"SIK1, NOP56"	chrXII	+	546035	547467	
YLR199C		chrXII	-	548791	548663	
YLR200W	"YKE2, PFD6, GIM1"	chrXII	+	548963	549475	
YLR201C	"COQ9, FMP53"	chrXII	-	550335	549391	
YLR203C	MSS51	chrXII	-	552071	550528	
YLR204W	"QRI5, COX24"	chrXII	+	552235	552619	
YLR205C	HMX1	chrXII	-	553779	552546	
YLR206W	ENT2	chrXII	+	554427	556387	
YLR207W	HRD3	chrXII	+	556731	559451	
YLR208W	"SEC13, ANU3"	chrXII	+	559435	560755	
anti-YLR209C		chrXII	+	560758	560826	
YLR209C	PNP1	chrXII	-	561767	561015	
YLR210W	CLB4	chrXII	+	561947	563515	
YLR211C		chrXII	-	564463	563471	
YLR212C	TUB4	chrXII	-	566383	564682	
Unit439		chrXII	-	566614	566531	
YLR213C	CRR1	chrXII	-	568023	566279	
YLR214W	FRE1	chrXII	+	568443	570763	
YLR215C	CDC123	chrXII	-	571911	570751	
YLR216C	CPR6	chrXII	-	573263	571999	
YLR218C		chrXII	-	573815	573455	
YLR219W	MSC3	chrXII	+	573883	576387	
YLR220W	CCC1	chrXII	+	576675	577891	
YLR221C	RSA3	chrXII	-	579079	578136	
YLR222C	UTP13	chrXII	-	581791	579263	
YLR223C	IFH1	chrXII	-	585815	582351	
YLR224W		chrXII	+	586323	587595	
YLR225C		chrXII	-	588974	587951	
YLR226W	"BUR2, CST4"	chrXII	+	589307	590859	
SUT273		chrXII	+	591343	591727	
YLR227C	ADY4	chrXII	-	592407	591655	
YLR228C	ECM22	chrXII	-	602702	599879	
Unit440		chrXII	-	603355	603103	
Unit459		chrXII	+	603431	605292	
SUT698		chrXII	-	603859	603427	
YLR229C	CDC42	chrXII	-	605015	604143	
YLR231C	BNA5	chrXII	-	607151	605815	
SUT276		chrXII	+	607271	609231	
YLR233C	EST1	chrXII	-	609583	607135	
YLR234W	"TOP3, EDR1"	chrXII	+	609747	612147	
YLR237W	"THI7, THI10"	chrXII	+	612131	614362	
Unit442		chrXII	-	614584	614233	
YLR238W	FAR10	chrXII	+	614675	616347	
YLR239C	LIP2	chrXII	-	617359	616263	
YLR240W	"VPS34, VPT29, VPL7, PEP15, END12"	chrXII	+	617467	620187	
YLR241W		chrXII	+	620411	622515	
YLR242C	ARV1	chrXII	-	623975	622887	
YLR243W		chrXII	+	624123	625091	
YLR244C	MAP1	chrXII	-	626375	625391	
YLR245C	CDD1	chrXII	-	626975	626359	
YLR246W	ERF2	chrXII	+	627059	628235	
YLR247C		chrXII	-	633383	628655	
CUT741		chrXII	-	634003	633619	
YLR248W	"RCK2, CMK3, CLK1"	chrXII	+	634179	636195	
Unit443		chrXII	-	636319	636108	
YLR249W	"YEF3, EF-3, TEF3"	chrXII	+	636739	640075	
YLR250W	SSP120	chrXII	+	640251	640755	
YLR251W	SYM1	chrXII	+	641308	642323	
anti125		chrXII	-	642375	641526	
YLR253W		chrXII	+	642555	644307	
YLR254C	NDL1	chrXII	-	645095	644431	
YLR256W	"HAP1, CYP1"	chrXII	+	646115	650893	
anti126		chrXII	-	657823	657181	
Unit460		chrXII	+	658336	658610	
YLR257W		chrXII	+	658611	659755	
Unit461		chrXII	+	660163	660621	
YLR258W	GSY2	chrXII	+	660651	662931	
SUT702		chrXII	-	661451	659835	
Unit462		chrXII	+	662971	663197	
YLR259C	"HSP60, MIF4, CPN60"	chrXII	-	665055	663271	
YLR260W	LCB5	chrXII	+	665771	668035	
